company_id,company_name,company_location,company_tel
807,코리아엑스퍼트(주),서울특별시 영등포구 양평로22길,02-782-5200
808,코어시큐리티,서울특별시 강남구 학동로56길,02-3453-6630
809,코인원,서울특별시 용산구 한강대로,026-105-7703
810,콩테크(주),경기도 성남시 분당구 대왕판교로,02-1522-9928
811,콰라소프트,서울특별시 영등포구 의사당대로,026-080-8122
812,크로키닷컴(주),서울특별시 강남구 테헤란로,02-1670-8050
813,크리니티(주),서울특별시 금천구 벚꽃로,02-573-0030
814,클라우드브릭,서울특별시 영등포구 국제금융로2길,02-2125-6508
815,클루피(주),대구광역시 북구 호암로,053-357-0307
816,킹스정보통신(주),경기도 하남시 조정대로,070-4270-5450
817,타이아(주),광주광역시 광산구 신창로,062-973-0782
818,탄젠트,서울특별시 서초구 도구로16길,02-6010-3125
819,탱커 주식회사,서울특별시 강남구 강남대로124길,02--514--1008
820,테이블매니저(주),서울특별시 성동구 성수이로20길,02-6952-4076
821,투스라이프,경기도 성남시 분당구 판교로,070-5214-0508
822,투아이시스(주),경기도 군포시 고산로148번길,031-360-7480
823,트래볼루션,서울특별시 중구 청계천로,0262641115
824,트윔,경기도 화성시 삼성1로4길,031-8055-8270
825,팀블랙버드(주),서울특별시 영등포구 의사당대로,07078475316
826,파인브이티,경기도 안양시 동안구 시민대로,02-2039-3710
827,퍼니피그(주),서울특별시 마포구 잔다리로,070-5099-9400
828,페이레터(주),서울특별시 강남구 역삼로,0261913777
829,페이위드,세종특별자치시 세종시 연동면 송암로,010-4694-0301
830,펜타시큐리티시스템(주),서울특별시 영등포구 국제금융로2길,02-2125-6682
831,포인드(주),경상북도 구미시 구미대로,054-456-3401
832,퓨렌스(주),서울특별시 금천구 디지털로,02-6443-5600
833,플러스티브이,서울특별시 마포구 백범로31길,070-4616-6400
834,플렉스(주),서울특별시 서초구 서초대로77길,07049491554
835,플링크,서울특별시 관악구 남부순환로,02-871-1797
836,피노텍,서울특별시 서초구 양재천로9길,025223558
837,핌즈(주),서울특별시 중랑구 신내역로3길,025211774
838,핑거포스트,서울특별시 구로구 디지털로34길,070-4066-5900
839,하임시큐리티,서울특별시 강남구 테헤란로,02-567-2119
840,한국디지탈콘트롤(주),경기도 안양시 만안구 전파로,070-4639-2922
841,한국비즈넷(주),서울특별시 구로구 디지털로29길,02-855-2181
842,한국제이에스데이터시스템즈(주),서울특별시 강남구 논현로28길,02-571-7401
843,한성정보기술,서울특별시 구로구 디지털로26길,0263405000
844,한시큐리티(주),경기도 과천시 별양상가2로,02-6959-8124
845,해치랩스주식회사,서울특별시 영등포구 의사당대로,010-5606-9896
846,호디,서울특별시 마포구 마포대로4라길,070-4620-8000
847,호스트센터(주),서울특별시 서초구 법원로1길,02-6925-5045
848,홍익과학기술,경기도 성남시 수정구 성남대로,031-8023-5060
849,휴먼아이씨티,서울특별시 강남구 도곡로,025324957
850,휴멜로㈜,서울특별시 강남구 역삼로,07080645108
